[ 2024-04-29 02:20:54,926 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-04-29 02:20:58,777 ] 33 root - INFO - Entered the data ingestion method or componenet
[ 2024-04-29 02:20:58,786 ] 38 root - INFO - Read the dataset as dataframe
[ 2024-04-29 02:20:58,793 ] 46 root - INFO - Train test split
[ 2024-04-29 02:20:58,801 ] 55 root - INFO - Ingestion of data completed.
[ 2024-04-29 02:20:58,819 ] 95 root - INFO - Read train and test data completed
[ 2024-04-29 02:20:58,819 ] 97 root - INFO - Obtaining preprocessing object
[ 2024-04-29 02:20:58,819 ] 54 root - INFO - Numerical columns scaling completed
[ 2024-04-29 02:20:58,820 ] 68 root - INFO - Categorical Cols encoding completed
[ 2024-04-29 02:20:58,821 ] 112 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2024-04-29 02:20:58,841 ] 127 root - INFO - Saved preprocessing object.
[ 2024-04-29 02:20:58,842 ] 44 root - INFO - Splitting, training and testing input data
