[ 2024-04-29 01:54:16,246 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-04-29 01:54:18,898 ] 30 root - INFO - Entered the data ingestion method or componenet
[ 2024-04-29 01:54:18,906 ] 35 root - INFO - Read the dataset as dataframe
[ 2024-04-29 01:54:18,913 ] 43 root - INFO - Train test split
[ 2024-04-29 01:54:18,921 ] 52 root - INFO - Ingestion of data completed.
[ 2024-04-29 01:54:18,941 ] 95 root - INFO - Read train and test data completed
[ 2024-04-29 01:54:18,941 ] 97 root - INFO - Obtaining preprocessing object
[ 2024-04-29 01:54:18,941 ] 54 root - INFO - Numerical columns scaling completed
[ 2024-04-29 01:54:18,941 ] 68 root - INFO - Categorical Cols encoding completed
[ 2024-04-29 01:54:18,943 ] 112 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2024-04-29 01:54:18,963 ] 127 root - INFO - Saved preprocessing object.
