[ 2024-04-29 02:21:57,838 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-04-29 02:22:01,914 ] 33 root - INFO - Entered the data ingestion method or componenet
[ 2024-04-29 02:22:01,924 ] 38 root - INFO - Read the dataset as dataframe
[ 2024-04-29 02:22:01,931 ] 46 root - INFO - Train test split
[ 2024-04-29 02:22:01,941 ] 55 root - INFO - Ingestion of data completed.
[ 2024-04-29 02:22:01,962 ] 95 root - INFO - Read train and test data completed
[ 2024-04-29 02:22:01,962 ] 97 root - INFO - Obtaining preprocessing object
[ 2024-04-29 02:22:01,962 ] 54 root - INFO - Numerical columns scaling completed
[ 2024-04-29 02:22:01,962 ] 68 root - INFO - Categorical Cols encoding completed
[ 2024-04-29 02:22:01,964 ] 112 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2024-04-29 02:22:01,989 ] 127 root - INFO - Saved preprocessing object.
[ 2024-04-29 02:22:01,990 ] 44 root - INFO - Splitting, training and testing input data
